fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness,putout_time_num,region,cause_category,Vegetation_group,mid50_hi
BOETTCHER PILE,3,B,Debris Burning,43.12652,-89.78279,WI,3/11/2012,3/11/2012,Mar,3/11/2012 16:11,3/11/2012 16:37,0 days 00:00:00.000000000,2/10/2012,2012,Feb,720656,20457.06414,99999,2009,2020,9,0.1,720656-99999-2012.gz,0.472014925,1.533023256,3.0516898610000003,0,4.305643657,4.887627907,4.947117296,0,66.78250244,66.55822907,60.22,0,1,1,1,0,0.20028954040412603,0,Midwest,Debris Burning,Tundra/Barren,0
5.2015E+11,10,C,Miscellaneous,31.10729131,-90.94572219,MS,1/21/2015,1/21/2015,Jan,1/21/2015 15:22,1/21/2015 16:42,0 days 00:00:00.000000000,12/22/2014,2014,Dec,722358,46040.77879,93919,2013,2020,12,1,722358-93919-2014.gz,12.95804348,0,0,0,2.979782609,0,0,0,88.08333333,0,0,0,1,0,0,0,0.2175803224876995,0,South,Other/Unknown,Shrubland,1
NA,5,B,Arson,30.669425899999997,-88.50190363,MS,3/16/2013,3/17/2013,Mar,3/16/2013 23:56,NA,1 days 00:00:00.000000000,2/14/2013,2013,Feb,747688,22956.22649,53858,2005,2020,12,0.1,747688-53858-2013.gz,11.33518164,10.06175824,12.475,14.06451613,2.696551724,2.517802198,3.160294118,1.896774194,73.70758483,68.88154897,71,72.85185185,1,1,1,0,0.1955264986859011,1,South,Arson,Shrubland,0
NA,5,B,Arson,34.334408,-87.908198,AL,1/3/2005,1/3/2005,Jan,1/3/2005 13:46,1/3/2005 15:57,0 days 00:00:00.000000000,12/4/2004,2004,Dec,999999,22542.43645,63895,2002,2019,16,0.1,999999-94946-2004.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18751332869913215,0,South,Arson,Forest,0
ARD C-73,5,B,Arson,31.085,-94.35166667,TX,11/9/1995,11/9/1995,Nov,11/9/1995 12:30,11/9/1995 14:15,0 days 00:00:00.000000000,10/10/1995,1995,Oct,722499,64377.16501,53948,1941,2020,12,0.1,722499-99999-1995.gz,16.73851744,15.44774775,12.86388889,0,2.226598837,2.631231231,2.608333333,0,66.29069767,67.84984985,67.77777778,0,0,0,0,0,0.2491489710875816,0,South,Arson,Shrubland,0
RED BIRD,5,B,Debris Burning,34.61983333,-79.11316666,NC,10/27/2014,10/27/2014,Oct,10/27/2014 14:45,10/27/2014 17:50,0 days 00:00:00.000000000,9/27/2014,2014,Sep,723109,29469.91556,99999,2009,2020,16,0.1,723109-93782-2014.gz,17.42799168,15.79979879,12.74126214,0,2.39375,2.543661972,1.82184466,0,78.49780702,78.39787234,71.15625,0,1,1,0,0,0.10865673336923144,0,South,Debris Burning,Forest,0
OTHA2,2.5,B,Arson,26.0948,-97.8561,TX,10/3/1995,10/3/1995,Oct,10/3/1995 14:00,10/3/1995 16:00,0 days 00:00:00.000000000,9/3/1995,1995,Sep,722506,40998.56363,12959,1992,2005,12,0.1,722506-12959-1995.gz,27.98506494,27.00553746,28.07083333,0,3.830618893,4.194462541,3.577777778,0,72.898527,73.95409836,77.54166667,0,1,0,0,0,0.28626277575191184,0,South,Arson,Shrubland,0
DAVEY,3,B,Arson,33.3192,-110.4518,AZ,2/23/2002,2/23/2002,Feb,2/23/2002 19:00,2/23/2002 20:00,0 days 00:00:00.000000000,1/24/2002,2002,Jan,722747,92008.47257,93084,1942,2010,16,0.1,722747-99999-2002.gz,9.149441341,11.18715084,13.17365269,0,3.998699422,4.025977654,4.6856287430000005,0,33.15597668,23.51955307,25.401197600000003,0,1,0,0,0,0.40215783309365105,0,West,Arson,Forest,0
653RD STREET (15),3,B,Miscellaneous,29.583,-83.0282,FL,7/5/2012,7/5/2012,Jul,7/5/2012 18:50,7/5/2012 19:52,0 days 00:00:00.000000000,6/5/2012,2012,Jun,747560,73834.42837000001,12816,2005,2020,12,0.1,747560-12816-2012.gz,25.33820537,25.47022375,26.8923913,0,2.9386679,3.22151463,2.108695652,0,79.4012975,80.78583765,71.45652174,0,1,1,0,0,0.1469952222544837,0,South,Other/Unknown,Shrubland,0
SULFUR DRW,1.7,B,Lightning,43.318600000000004,-106.8448,WY,7/7/2002,7/8/2002,Jul,7/7/2002 18:15,7/8/2002 18:00,1 days 00:00:00.000000000,6/7/2002,2002,Jun,726665,114629.6214,24062,1977,2005,9,0.1,726665-24062-2002.gz,21.01865569,24.31392758,24.99101796,24.92608696,2.866666667,2.660167131,2.8323353289999997,2.643478261,39.87242798,38.19220056,37.09580838,50.39130435,1,1,1,0,0.36165154071654904,1,West,Natural,Tundra/Barren,0
NA,7,B,Debris Burning,34.583675,-87.185099,AL,10/30/2003,10/30/2003,Oct,10/30/2003 12:32,10/30/2003 14:43,0 days 00:00:00.000000000,9/30/2003,2003,Sep,999999,17012.298319999998,63868,1996,2009,16,0.1,999999-94197-2003.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1807831525404351,0,South,Debris Burning,Forest,1
GOAT,1.5,B,Lightning,35.42166667,-111.5116667,AZ,8/8/2004,8/8/2004,Aug,8/8/2004 10:31,8/8/2004 18:10,0 days 00:00:00.000000000,7/9/2004,2004,Jul,723755,33854.556319999996,3103,1985,2005,15,0.1,723755-03103-2004.gz,18.66570681,17.86888298,17.83,0,2.218479685,2.0888,1.86424581,0,54.327654,56.952,62.88268156,0,1,1,1,0,0.4112958299532794,0,West,Natural,Forest,0
PHARR SETTLING BASIN,80,C,Missing/Undefined,26.079444,-98.250556,TX,7/28/2015,8/2/2015,Jul,7/28/2015 20:15,8/2/2015 18:00,5 days 00:00:00.000000000,6/28/2015,2015,Jun,722159,29828.28055,12980,2006,2020,12,1,722159-12980-2015.gz,29.36464167,30.25069509,30.64234592,30.24222222,4.740673944,4.964596848999999,5.302982107,3.523611111,68.44613194,65.49953661,64.78528827,64.61944444,1,0,0,0,0.29000556325500404,5,South,Other/Unknown,Shrubland,1
NA,13,C,Railroad,37.54896,-83.56,KY,3/26/2007,3/26/2007,Mar,3/26/2007 15:30,3/26/2007 15:30,0 days 00:00:00.000000000,2/24/2007,2007,Feb,724236,22227.5837,3889,1973,2020,0,1,724236-03889-2007.gz,8.671581197,11.85890985,15.38798283,0,2.374465812,1.852620545,1.633905579,0,60.74703983,63.38947368,66.40517241,0,1,1,1,0,0.1463812152507189,0,South,Infrastructure,Tundra/Barren,1
STALLINGS ROAD FIRE,2,B,Arson,35.12541666,-80.66273333,NC,2/18/2010,2/18/2010,Feb,2/18/2010 13:35,2/18/2010 14:40,0 days 00:00:00.000000000,1/19/2010,2010,Jan,722132,28778.1806,99999,1942,2020,15,0.1,722132-63801-2010.gz,4.000622776,2.788339223,1.5215909090000002,0,1.749154052,1.795936396,1.925378788,0,65.75223614,63.69518717,55.23574144,0,0,0,0,0,0.1220046453492898,0,South,Arson,Forest,0
BANJO FLAT,21,C,Debris Burning,44.0166,-107.9006,WY,7/2/1998,7/2/1998,Jul,7/2/1998 15:00,7/2/1998 19:00,0 days 00:00:00.000000000,6/2/1998,1998,Jun,726665,6925.000701999999,24062,1977,2005,15,1,726665-99999-1998.gz,17.04356061,20.01901141,22.288,0,3.217836812,2.992748092,2.85483871,0,50.79127135,43.35877863,34.40322581,0,1,1,1,0,0.37174952153832463,0,West,Debris Burning,Forest,1
NA,2,B,Missing/Undefined,33.55833333,-81.6125,SC,4/15/1994,4/15/1994,Apr,NA,4/15/1994 10:31,0 days 00:00:00.000000000,3/16/1994,1994,Mar,723100,62531.58322000001,13883,1973,2020,16,0.1,723100-13883-1994.gz,17.46138889,18.02194444,20.075,0,3.499166667,3.442777778,3.60297619,0,57.33194444,59.49166667,61.26785714,0,1,1,1,0,0.1314353810973787,0,South,Other/Unknown,Forest,0
IRR GRAVEL,2,B,Miscellaneous,48.3161,-104.8831,MT,8/13/2009,8/13/2009,Aug,8/13/2009 16:30,8/13/2009 17:20,0 days 00:00:00.000000000,7/14/2009,2009,Jul,999999,16261.69144,94060,2006,2013,15,0.1,999999-92811-2009.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3413423257211887,0,West,Other/Unknown,Forest,0
NA,12,C,Arson,31.41388957,-89.87634518,MS,3/28/1992,3/28/1992,Mar,3/28/1992 12:20,3/28/1992 13:25,0 days 00:00:00.000000000,2/27/1992,1992,Feb,722348,51986.28698,53808,1973,2020,12,1,722348-99999-1992.gz,14.93794326,14.22684564,12.34428571,0,2.8315602839999996,3.106040268,3.278571429,0,71.12056738,70.85234899,70.97142857,0,0,0,0,0,0.20752611443487037,0,South,Arson,Shrubland,1
FY2015-CLINCH-031,15.9,C,Lightning,30.61133333,-82.48511111,GA,6/14/2015,6/14/2015,Jun,6/14/2015 17:11,6/14/2015 20:12,0 days 00:00:00.000000000,5/15/2015,2015,May,720392,56192.85343,128,2007,2020,12,1,720392-00128-2015.gz,25.82189239,26.0260223,26.87103175,0,1.682003711,1.281505576,1.3875,0,69.09080717,71.68337408,69.15885417,0,0,0,0,0,0.14133428229800082,0,South,Natural,Shrubland,1
BLUFF CREEK (SCHATTE) FIRE,55,C,Miscellaneous,32.70583333,-99.60016667,TX,3/27/2009,3/29/2009,Mar,3/27/2009 17:00,3/29/2009 18:00,2 days 00:00:00.000000000,2/25/2009,2009,Feb,720578,66406.48246,176,2008,2013,12,1,720578-00176-2009.gz,17.05785921,16.61501444,19.98125,10.13571429,5.2207848839999995,5.131949807,6.198538622,7.267142857,50.90114257,57.03853955,52.01057082,58.40714286,1,1,1,0,0.29737481218522555,2,South,Other/Unknown,Shrubland,1
EVAINGIKNUK,32,C,Lightning,67.949700000000007,-163.0806,AK,7/6/2012,7/7/2012,Jul,7/6/2012 20:47,7/7/2012 9:30,1 days 00:00:00.000000000,6/6/2012,2012,Jun,701045,11723.45195,26649,2006,2020,0,1,701045-26649-2012.gz,12.33333333,9.93220339,13.63636364,14.5,3.866346154,4.281034483,3.447619048,0,59.36734694,72.64150943,61.4,68,0,0,0,0,0.9678972373157002,1,West,Natural,Tundra/Barren,1
FY2014-BURKE-038,56.15,C,Arson,33.13791667,-81.8175,GA,3/22/2014,3/22/2014,Mar,3/22/2014 16:46,3/22/2014 19:16,0 days 00:00:00.000000000,2/20/2014,2014,Feb,722181,41924.91146,13837,2006,2020,16,1,722181-13837-2014.gz,11.50847629,11.55267857,10.95657895,0,3.210212336,3.213416816,3.06039604,0,67.34564103,71.21467890000001,77.01027397,0,1,1,1,0,0.1335427644557612,0,South,Arson,Forest,1
NEWBIE,31.7,C,Miscellaneous,35.22228,-95.80464,OK,2/8/2015,2/10/2015,Feb,2/8/2015 16:30,2/10/2015 11:30,2 days 00:00:00.000000000,1/9/2015,2015,Jan,723566,37802.77004,93950,1947,2020,15,1,723566-93950-2015.gz,5.2485981310000005,6.786682809,4.299090908999999,13.91041667,3.383587339,3.959223301,4.715,2.927083333,64.75586854,62.99757282,69.17727273,62.58333333,1,1,1,0,0.25988499782530305,2,South,Other/Unknown,Forest,1
EASTON FIRE,18.5,C,Equipment Use,43.8746,-89.72123,WI,4/6/2009,4/6/2009,Apr,4/6/2009 10:59,4/6/2009 10:59,0 days 00:00:00.000000000,3/7/2009,2009,Mar,720398,38306.56948,99999,2007,2020,9,1,720398-99999-2009.gz,0.7746192890000001,2.166,2.437209302,0,3.614720812,4.353,4.101860465,0,72.35746606,72.23395445,66.93364929,0,1,1,1,0,0.1994805080462363,0,Midwest,Infrastructure,Tundra/Barren,1
#3017,19,C,Lightning,31.87338333,-96.36251667,TX,8/11/2014,8/11/2014,Aug,8/11/2014 17:19,8/11/2014 20:01,0 days 00:00:00.000000000,7/12/2014,2014,Jul,722469,17814.58057,53912,2006,2020,12,1,722469-53912-2014.gz,27.12718007,27.85048077,29.9416185,0,3.389874858,3.759903382,3.758479532,0,70.1513083,67.67391304,62.01169591,0,1,1,0,0,0.2673782345125737,0,South,Natural,Shrubland,1
NA,25,C,Arson,30.39081495,-88.44838588,MS,3/4/1994,3/4/1994,Mar,3/4/1994 14:15,3/4/1994 15:54,0 days 00:00:00.000000000,2/2/1994,1994,Feb,722230,38244.45937,13894,1990,2020,12,1,722230-13894-1994.gz,13.26013889,13.88027778,11.05178571,0,3.822361111,3.993888889,4.545833333,0,71.24365482,70.56050955,66.12258065,0,1,1,1,0,0.19525570630838596,0,South,Arson,Shrubland,1
20475,40,C,Arson,34.68875001,-95.11646667,OK,11/6/2009,11/7/2009,Nov,NA,NA,1 days 00:00:00.000000000,10/7/2009,2009,Oct,722178,58416.05526,99999,2006,2020,16,1,722178-53953-2009.gz,15.96046129,15.83386581,16.49375,18.22727273,1.4240527180000002,1.307348243,0.944375,2.268181818,73.70016474,69.7827476,61.875,63.81818182,0,0,0,0,0.2537761301154622,1,South,Arson,Forest,1
NA,68,C,Debris Burning,32.57284,-86.030792,AL,3/13/2007,3/13/2007,Mar,3/13/2007 13:24,3/13/2007 15:58,0 days 00:00:00.000000000,2/11/2007,2007,Feb,722265,36654.1468,13821,1948,2020,12,1,722265-13821-2007.gz,11.91209677,14.16580311,14.36193182,0,2.700576037,2.0753886010000002,0.938068182,0,64.14896215,60.29891304,64.5739645,0,1,1,0,0,0.17168695978705428,0,South,Debris Burning,Shrubland,1
INDIAN CREEK,25,C,Debris Burning,37.219268799999995,-82.7822113,KY,11/5/2013,11/6/2013,Nov,11/5/2013 21:30,11/6/2013 14:00,1 days 00:00:00.000000000,10/6/2013,2013,Oct,724117,34326.48424,99999,2006,2020,0,1,724117-63802-2013.gz,11.6062201,8.835762877,11.81481481,9.652777778,2.305358852,2.847230321,3.161655773,1.922222222,71.60857143,71.91509434,71.4629156,49.66666667,0,0,0,0,0.13961119441165204,1,South,Debris Burning,Tundra/Barren,1
SE715,1.5,B,Arson,33.8667,-94.6375,OK,11/24/2005,11/24/2005,Nov,11/24/2005 13:56,11/24/2005 14:45,0 days 00:00:00.000000000,10/25/2005,2005,Oct,723759,21020.4074,99999,1992,2018,16,0.1,723759-99999-2005.gz,14.70238652,13.80186916,8.74,0,3.031679925,3.011962617,2.0782,0,71.81145431,70.37638376,67.03414634,0,0,0,0,0,0.24983537785800847,0,South,Arson,Forest,0
TYLER CK.,3,B,Equipment Use,38.33747949,-82.18437115,WV,2/25/2002,2/25/2002,Feb,2/25/2002 14:20,2/25/2002 14:20,0 days 00:00:00.000000000,1/26/2002,2002,Jan,724140,52154.05517,13866,2000,2020,0,0.1,724140-13866-2002.gz,5.277526882,4.711659193,4.797058824,0,2.197142857,2.128923767,1.5740196080000002,0,64.71588089,63.15441176,65.61413043,0,1,1,1,0,0.13369559165739542,0,South,Infrastructure,Tundra/Barren,0
NA,5,B,Debris Burning,34.61964671,-88.57101321,MS,5/9/1992,5/9/1992,May,5/9/1992 13:10,5/9/1992 15:00,0 days 00:00:00.000000000,4/9/1992,1992,Apr,723235,90046.36397,13896,1978,2020,16,0.1,723235-13896-1992.gz,18.10733427,16.33492958,17.4873494,0,3.447457627,3.787288136,4.110909091,0,62.2135785,58.27966102,53.93939394,0,1,1,1,0,0.19336847750967356,0,South,Debris Burning,Forest,0
NA,9,B,Debris Burning,30.538683,-87.59005400000001,AL,1/30/2009,1/30/2009,Jan,1/30/2009 15:04,1/30/2009 15:06,0 days 00:00:00.000000000,12/31/2008,2008,Dec,720381,28564.575310000004,63885,2006,2020,12,0.1,720381-63885-2008.gz,12.85915493,0,0,0,2.467605634,0,0,0,57.21621622,0,0,0,0,0,0,0,0.18732725591531207,0,South,Debris Burning,Shrubland,1
JUNKYARD,10,C,Miscellaneous,38.2746,-95.8921,KS,4/25/2011,4/25/2011,Apr,4/25/2011 9:00,4/25/2011 9:30,0 days 00:00:00.000000000,3/26/2011,2011,Mar,724556,26909.79785,99999,1938,2020,0,1,724556-13989-2011.gz,10.79795082,13.57188209,12.52431193,0,5.568377823,5.7585034010000005,4.849541284,0,68.58287596,63.51833741,70.64516129,0,1,1,1,0,0.25898704782599524,0,Midwest,Other/Unknown,Tundra/Barren,1
NA,80,C,Debris Burning,41.15823746,-96.94215393,NE,4/6/2011,4/6/2011,Apr,4/6/2011 2:55,4/6/2011 5:45,0 days 00:00:00.000000000,3/7/2011,2011,Mar,725510,37828.15626,14939,2006,2020,15,1,725510-14939-2011.gz,5.061909175,4.97699115,8.051363636,0,4.602875696,4.843439716000001,4.634545455,0,71.30997038,70.32745098,61.95734597,0,1,1,1,0,0.2675277249564152,0,Midwest,Debris Burning,Forest,1
NA,3,B,Debris Burning,31.77058999,-89.26353001,MS,10/30/2012,10/30/2012,Oct,10/30/2012 14:59,10/30/2012 16:29,0 days 00:00:00.000000000,9/30/2012,2012,Sep,722348,34301.37717,99999,2005,2020,12,0.1,722348-53808-2012.gz,17.85043145,16.86420951,15.62660944,0,2.012734262,2.1425097280000003,2.4161290319999997,0,73.90182868,69.44303797,72.15517241,0,1,0,0,0,0.20165006409404396,0,South,Debris Burning,Shrubland,0
POWERLINE,1.5,B,Powerline,44.151698,-70.637117,ME,8/19/2015,8/19/2015,Aug,8/19/2015 12:58,NA,0 days 00:00:00.000000000,7/20/2015,2015,Jul,726184,30522.975210000004,99999,1948,2020,15,0.1,726184-94709-2015.gz,20.19637883,20.06024096,21.82902584,0,1.944057567,1.842817424,1.5027833000000002,0,62.10450534,48.46431881,20.64612326,0,1,1,1,0,0.03089952287470954,0,Northeast,Infrastructure,Forest,0
ROTH,50,C,Miscellaneous,42.6331,-114.3469,ID,10/6/2013,10/7/2013,Oct,10/6/2013 17:31,10/7/2013 12:00,1 days 00:00:00.000000000,9/6/2013,2013,Sep,726816,13739.28689,4110,1931,2020,4,1,726816-04110-2013.gz,13.58063291,9.643062201,8.771823204,10.11666667,3.900632911,4.132296651,3.996132597,4.841666667,60.69801325,62.54545455,62.78285714,45.83333333,1,1,1,0,0.4360789499640729,1,West,Other/Unknown,Grassland,1
PANTHER BUTTE,70,C,Lightning,42.7693,-123.5042,OR,7/26/2013,7/26/2013,Jul,7/26/2013 6:50,7/26/2013 20:00,0 days 00:00:00.000000000,6/26/2013,2013,Jun,726904,53579.56513,24231,1988,2020,4,1,726904-24231-2013.gz,23.40095109,23.39504132,25.06941176,0,2.386684783,2.460055096,2.472941176,0,50.68206522,47.01928375,45.96470588,0,1,0,0,0,0.5292484122140608,0,West,Natural,Grassland,1
NA,1.8,B,Miscellaneous,33.858345,-81.096588,SC,7/11/2015,7/11/2015,Jul,7/11/2015 21:20,7/11/2015 23:04,0 days 00:00:00.000000000,6/11/2015,2015,Jun,723100,9488.054512,13883,1973,2020,16,0.1,723100-13883-2015.gz,28.40166852,27.10604752,28.00970874,0,3.051393534,3.3036717060000003,2.8587378639999996,0,63.69565217,67.8336933,66.66019417,0,1,1,1,0,0.1266585718112363,0,South,Other/Unknown,Forest,0
NA,12,C,Debris Burning,32.688793,-80.147499,SC,2/21/2011,2/21/2011,Feb,2/21/2011 15:43,2/21/2011 18:10,0 days 00:00:00.000000000,1/22/2011,2011,Jan,720606,13617.63675,99999,2009,2020,12,1,720606-99999-2011.gz,9.958013313,10.83107404,13.65139442,0,3.1949308760000004,3.067049009,3.324501992,0,70.15375655,69.05079007,64.52391304,0,0,0,0,0,0.1190642407390905,0,South,Debris Burning,Shrubland,1
CHERRY,2.7,B,Smoking,48.4833,-108.734,MT,9/4/1999,9/4/1999,Sep,9/4/1999 15:37,9/4/1999 19:00,0 days 00:00:00.000000000,8/5/1999,1999,Aug,727680,159449.5259,94008,1959,2020,15,0.1,727680-94008-1999.gz,20.31833953,19.78038278,16.25221239,0,5.211786599999999,5.419856459,6.510176991,0,57.03836317,55.91435768,70.8,0,1,1,1,0,0.3788904087325484,0,West,Recreational,Forest,0
SPRING GULCH,2.5,B,Lightning,40.28777778,-105.3191667,CO,7/23/2003,7/24/2003,Jul,7/23/2003 14:00,7/24/2003 18:00,1 days 00:00:00.000000000,6/23/2003,2003,Jun,724769,31354.61728,94035,1973,2005,14,0.1,724769-99999-2003.gz,23.11710843,25.14822134,25.20477137,23.8028169,2.838698795,2.8629446639999996,2.6071570580000003,2.9732394369999997,39.23421687,37.00395257,40.66003976,43.77464789,1,1,1,0,0.34797597135567737,1,West,Natural,Forest,0
601,5.1,B,Lightning,35.291429,-80.50468599999999,NC,7/1/2015,7/1/2015,Jul,NA,NA,0 days 00:00:00.000000000,6/1/2015,2015,Jun,722132,20457.39655,99999,1942,2020,15,0.1,722132-63801-2015.gz,23.93576389,25.44112478,24.58736059,0,1.100695048,1.05940246,1.272490706,0,73.2366548,69.36607143,69.66542751,0,0,0,0,0,0.12050465752263496,0,South,Natural,Forest,1
COCONUT PALM NURSERY ( 13 ),10,C,Arson,25.4057,-80.5176,FL,5/11/2014,5/11/2014,May,5/11/2014 14:34,5/11/2014 16:33,0 days 00:00:00.000000000,4/11/2014,2014,Apr,722026,16019.46315,12826,2006,2020,12,1,722026-12826-2014.gz,25.19383313,26.19175,25.59052632,0,3.888270859,4.05575,4.626842105,0,71.47279323,69.22,67.55789474,0,1,1,1,0,0.12838796391463503,0,South,Arson,Shrubland,1
5.72014E+12,3,B,Campfire,34.237928499999995,-88.38811928,MS,7/1/2014,7/1/2014,Jul,7/1/2014 13:12,7/1/2014 15:10,0 days 00:00:00.000000000,6/1/2014,2014,Jun,723306,65464.259710000006,13825,2010,2020,16,0.1,723306-13825-2014.gz,24.49782034,25.80095541,25.32480211,0,2.488764045,2.223604466,2.616931217,0,76.90444655,74.72727273,76.89298893,0,1,1,1,0,0.19194647981736712,0,South,Recreational,Forest,0
FY2012-OGLETHORPE-017,3.7,B,Debris Burning,33.89095611,-82.94374696,GA,1/16/2012,1/16/2012,Jan,1/16/2012 13:52,1/16/2012 14:57,0 days 00:00:00.000000000,12/17/2011,2011,Dec,720294,16763.72029,99999,2006,2020,16,0.1,720294-53898-2011.gz,11.0965251,0,0,0,2.357046332,0,0,0,69.25117739,0,0,0,0,0,0,0,0.14306420002876297,0,South,Debris Burning,Forest,0
NA,70,C,Miscellaneous,31.25958666,-91.27889034,MS,9/15/1999,9/15/1999,Sep,9/15/1999 13:37,9/15/1999 17:53,0 days 00:00:00.000000000,8/16/1999,1999,Aug,722320,81097.79434,13970,1973,2020,12,1,722320-12884-1999.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22053360026275623,0,South,Other/Unknown,Shrubland,1
LORANE STORE,2,B,Debris Burning,43.83153,-123.24016,OR,10/13/2002,10/13/2002,Oct,NA,NA,0 days 00:00:00.000000000,9/13/2002,2002,Sep,726930,32977.17945,24221,2000,2003,9,0.1,726930-24221-2002.gz,13.87916241,11.47680312,11.20484581,0,2.938485159,2.685964912,2.8938325989999996,0,70.89449004,77.28941176,75.41666667,0,1,1,1,0,0.5261644025831194,0,West,Debris Burning,Tundra/Barren,0
FY2002-SEMINOLE-075,31.22,C,Arson,30.7961,-84.8115,GA,3/24/2002,3/24/2002,Mar,3/24/2002 11:47,3/24/2002 11:47,0 days 00:00:00.000000000,2/22/2002,2002,Feb,747760,35916.87265,3818,2000,2004,12,1,747760-99999-2002.gz,12.9244373,16.87410072,17.88172043,0,2.707395498,2.6906474819999997,2.404301075,0,58.78809107,59.69327731,58.63013699,0,1,1,0,0,0.16201254678337773,0,South,Arson,Shrubland,1
NA,5,B,Debris Burning,32.228561,-85.337673,AL,9/20/2010,9/20/2010,Sep,NA,NA,0 days 00:00:00.000000000,8/21/2010,2010,Aug,722250,33852.83365,99999,2006,2020,12,0.1,722250-13829-2010.gz,24.19992169,23.82134831,23.22851986,0,1.276898982,1.012734082,1.094223827,0,77.63833478,72.0625,72.62348178,0,1,1,1,0,0.16568029801756734,0,South,Debris Burning,Shrubland,0
BILBREY,27,C,Debris Burning,35.801667,-84.835,TN,8/31/2011,9/2/2011,Aug,8/31/2011 12:00,9/2/2011 14:00,2 days 00:00:00.000000000,8/1/2011,2011,Aug,723250,27713.6542,3847,1973,2020,15,1,723250-03847-2011.gz,23.29933036,22.88064516,23.80444444,25.14166667,1.564732143,1.517369727,2.030555556,0.902083333,72.79976985,66.08396947,60.73333333,59.875,1,1,0,0,0.15880474058014116,2,South,Debris Burning,Forest,1
8 MILE,5,B,Campfire,58.20833333,-134.7466667,AK,5/10/1996,5/10/1996,May,5/10/1996 18:00,5/10/1996 23:59,0 days 00:00:00.000000000,4/10/1996,1996,Apr,703810,19723.99909,25309,1976,2020,0,0.1,703810-25309-1996.gz,6.556033287000001,7.1105555560000004,7.699404762,0,2.86074896,3.0102777780000003,2.349404762,0,67.48345324,66.49575071,50.43113772,0,1,1,0,0,0.6463943368511886,0,West,Recreational,Tundra/Barren,0
SOUTH CROW,2,B,Missing/Undefined,40.8758,-115.7181,NV,8/24/2005,8/24/2005,Aug,8/24/2005 13:58,8/24/2005 18:11,0 days 00:00:00.000000000,7/25/2005,2005,Jul,725825,7921.67255,24121,1942,2020,15,0.1,725825-24121-2005.gz,21.86939597,20.89973333,20.7849711,0,2.5776881720000002,2.692245989,2.657225434,0,35.92473118,36.56951872,38.60115607,0,1,1,1,0,0.45053359754573696,0,West,Other/Unknown,Forest,0
HILL,3,B,Equipment Use,44.0736,-99.6059,SD,7/10/1996,7/10/1996,Jul,7/10/1996 20:30,7/10/1996 21:30,0 days 00:00:00.000000000,6/10/1996,1996,Jun,726560,64098.37451,99999,1992,2005,15,0.1,726560-99999-1996.gz,22.16718147,24.78848485,18.57142857,0,3.75106383,4.990243902,4.157142857,0,68.18695652,71.95483871,57.83333333,0,0,0,0,0,0.2916816287544288,0,Midwest,Infrastructure,Forest,0
WILMINGTON,4.3,B,Missing/Undefined,61.627472,-149.464805,AK,11/29/2012,11/30/2012,Nov,NA,NA,1 days 00:00:00.000000000,10/30/2012,2012,Oct,702325,7387.426622,26443,2006,2020,0,0.1,702325-26443-2012.gz,-7.649671883,-10.01522843,-12.38989899,-5.825,3.2467440689999996,3.670761421,2.4979797980000003,5.265,62.74476774,59.41632231,62.79958246,32.92307692,0,0,0,0,0.8089481098963975,1,West,Other/Unknown,Tundra/Barren,0
SER-20130316-002,45.6,C,Miscellaneous,31.722064000000003,-86.608717,AL,3/16/2013,3/16/2013,Mar,NA,NA,0 days 00:00:00.000000000,2/14/2013,2013,Feb,720362,13744.101169999998,63874,2006,2020,12,1,720362-63874-2013.gz,10.37997616,9.907360406,12.06071429,0,3.047494033,3.3012690360000003,3.21122449,0,65.13751508,60.03053435,61.10769231,0,1,1,1,0,0.17752847818774686,0,South,Other/Unknown,Shrubland,1
IRON ORE,8.5,B,Arson,35.06805556,-84.5975,TN,3/9/2009,3/9/2009,Mar,3/9/2009 15:30,3/9/2009 20:00,0 days 00:00:00.000000000,2/7/2009,2009,Feb,722154,45713.34941,99999,2006,2020,15,0.1,722154-53885-2009.gz,7.679499072,7.347544022,7.488095238,0,2.789378479,3.1727525489999997,2.903571429,0,64.08754028,63.59725159,62.48875256,0,0,0,0,0,0.1571167553997137,0,South,Arson,Forest,1
